"MP_hydroid","Hydrocode","Source Type","MP_name","Year","Water Use MGY","Water Use (MGD)","MPID","DEQ Well Number","MP_latitude","MP_longitude","facility_hydroid","facility_name","facility_status","facility_use_type","FIPS_code","locality"
"61035","vwuds_380127076354301","Well","POTOMAC SUPPLY","2020","2.6501","0.01","380127076354301","","38.024166666667","-76.595277777778","71570","SYDNOR - small well systems","active","municipal","51760","Richmond City"
"61036","vwuds_372125079560301","Well","HOLLINS WELL","2020","0","0.00","","","37.356944444444","-79.934166666667","74267","HOLLINS SERVICE AREA","inactive","municipal","51161","Roanoke County"
"61053","vwuds_371843076463601","Surface Water Intake","Black Heath Pond","2020","7.344201","0.02","371843076463601","","37.299544000000","-76.789491000000","73915","FORDS COLONY AT WILLIAMSBURG","active","commercial","51095","James City"
"61065","vwuds_381039077103501","Surface Water Intake","RAPPAHANNOCK RIVER - WALSINGHM","2020","72.13","0.20","381039077103501","","38.172511000000","-77.177769000000","73468","WOODLAWN \ WALSINGHAM FARMS","active","irrigation","51099","King George"
"61067","vwuds_mp8026","Well","Well 2","2020","0","0.00","mp8026","","38.622660000000","-77.829640000000","73604","DRYSDALE","active","municipal","51061","Fauquier"
"61068","vwuds_381113077090801","Surface Water Intake","HOUSE PUMP - WOODLAWN","2020","17.8","0.05","381113077090801","","38.182264000000","-77.153633000000","73468","WOODLAWN \ WALSINGHAM FARMS","active","irrigation","51099","King George"
"61072","vwuds_380218078565802","Well","WELL - BRYANT FARM","2020","0","0.00","380218078565802","","38.002882388900","-78.972441658300","74085","WAYNESBORO NURSERIES","active","irrigation","51015","Augusta"
"61073","vwuds_381530077182302","Well","Well No. 2","2020","27.671229","0.08","381530077182302","148-00301","38.256750000000","-77.308417000000","67681","Greenhost Incorporated","active","irrigation","51099","King George"
"61075","vwuds_381435077193801","Surface Water Intake","HAYFIELD POND","2020","189.6","0.52","381435077193801","","38.243055555600","-77.327222222200","72310","HAYFIELD SAND AND GRAVEL","active","mining","51033","Caroline"
"61079","vwuds_381837078464501","Surface Water Intake","SOUTH FORK SHENANDOAH RIVER","2020","14","0.04","381837078464501","","38.308696000000","-78.776031000000","71917","RIVERHILL FARMS LLC","active","irrigation","51165","Rockingham"
"61080","vwuds_385945078072501","Well","WELL","2020","11.9","0.03","385945078072501","","38.980686200000","-78.129219088900","72674","BOWLING GREEN COUNTRY CLUB","active","commercial","51187","Warren"
"61087","vwuds_mp7943","Well","Well","2020","0.055","0.00","mp7943","","37.365347000000","-75.952646000000","74050","Eastville Farm","active","irrigation","51131","Northampton"
"61091","vwuds_363429079510701","Well","WELL #2","2020","3.7066","0.01","363429079510701","","36.574722222200","-79.851944444400","74138","HYLTON, DALLAS SONS INC.","active","municipal","51089","Henry"
"61092","vwuds_382613077514202","Well","WELL #2","2020","0.7294","0.00","382613077514202","","38.436944444400","-77.861666666700","74457","Bell Nursery (formerly Blue Ridge Growers, Inc.)","active","irrigation","51047","Culpeper"
"61102","vwuds_363602078315903","Well","WELL #3","2020","0.272","0.00","","","36.599636000000","-78.533097000000","73042","MECKLENBURG POWER STATION","active","fossilpower","51117","Mecklenburg"
"61123","vwuds_363657078162701","Surface Water Intake","ALLEN CREEK","2020","0","0.00","363657078162701","","36.615833333300","-78.274166666700","71867","Dick Cross Wildlife Management Area (WMA)","active","agriculture","51117","Mecklenburg"
"61124","vwuds_363755078382001","Well","WELL #1","2020","2.41","0.01","363755078382001","","36.630555555600","-78.649166666700","72497","NEWTON MOBILE HOME COURT","active","municipal","51117","Mecklenburg"
"61216","vwuds_371224079590901","Well","PINE MOUNTAIN WELL #2","2020","0","0.00","","","37.206666666667","-79.985833333333","72867","PINE MOUNTAIN SERVICE AREA","inactive","municipal","51161","Roanoke County"
"61281","vwuds_374442077393803","Well","MISSIONARY LEARNING CTR  #3","2020","0.0335","0.00","374442077393803","","37.745000000000","-77.660555555556","71570","SYDNOR - small well systems","active","municipal","51760","Richmond City"
"61294","vwuds_373235077551001","Well","WELL #2A","2020","11.3668","0.03","373235077551001","","37.543055555600","-77.919444444400","73851","POWHATAN Courthouse SERVICE AREA","active","municipal","51145","Powhatan"
"61457","vwuds_37324407754243A","Well","WELL #3A","2020","1.073584","0.00","37324407754243A","","37.545555555600","-77.906666666700","73851","POWHATAN Courthouse SERVICE AREA","active","municipal","51145","Powhatan"
"61495","vwuds_363351079124001","Well","WELL 5","2020","1.86","0.01","363351079124001","","36.564166666700","-79.211111111100","73677","VIRGINIA INTERNATIONAL RACEWAY","active","commercial","51083","Halifax"
"61496","vwuds_385349078062501","Well","SALT LICK (WELL 1)","2020","2.403","0.01","385349078062501","","38.894743611100","-78.108920833300","72305","HIGH KNOB","active","municipal","51187","Warren"
"61507","vwuds_372643077242301","Well","TOLL PLAZA 895","2020","0.1418","0.00","372643077242301","","37.445277777778","-77.406388888889","71570","SYDNOR - small well systems","active","municipal","51760","Richmond City"
"61514","vwuds_374242078594901","Surface Water Intake","ALLEN CREEK #2 - Tom's House","2020","0","0.00","374242078594901","","37.711666666700","-78.996944444400","73414","SAUNDERS BROTHERS, INC.","active","irrigation","51125","Nelson"
"61515","vwuds_364521078472704","Well","WELL #4","2020","0.26","0.00","364521078472704","","36.755833333300","-78.790833333300","72376","SCOTTSBURG SERVICE AREA","active","municipal","51083","Halifax"
"61516","vwuds_F5725","Surface Water Intake","WHIPPING CREEK","2020","15.32","0.04","F5725","","0.100000000000","0.000000000000","73901","Bass Farms","active","irrigation","51031","Campbell"
"61517","vwuds_381903078455001","Surface Water Intake","SOUTH FORK SHENANDOAH RIVER","2020","14","0.04","381903078455001","","38.317500000000","-78.763888888900","72232","MAPLE LANE HOLSTEINS LLC","active","irrigation","51165","Rockingham"
"61522","vwuds_F5791","Surface Water Intake","MURPHYS MILL POND","2020","0","0.00","F5791","","36.763491000000","-76.620387000000","72591","WILLIAMS CATTLE CO LLC","active","irrigation","51800","Suffolk"
"61531","vwuds_373006077103001","Surface Water Intake","LAKE","2020","5.009","0.01","373006077103001","","37.501666666700","-77.175000000000","73342","BROOKWOODS GOLF CLUB","active","commercial","51127","New Kent"
"61532","vwuds_A5121","Surface Water Intake","PAMUNKEY RIVER - LS 1 1A","2020","4.5","0.01","A5121","","37.722777777800","-77.296111111100","74097","JAMES M NEWCOMB & SONS (5121)","active","irrigation","51085","Hanover"
"61533","vwuds_F5278","Well","DUG POND MD. LINE (a.k.a. Randy)","2020","27.3","0.07","F5278","","37.994298700000","-75.576274000000","72807","W.T. HOLLAND & SONS, INC","active","irrigation","51001","Accomack"
"61541","vwuds_371434080004201","Well","SOUTHWOODS #1","2020","0","0.00","","","37.242777777778","-80.011666666667","73491","OAK GROVE SERVICE AREA","inactive","municipal","51161","Roanoke County"
"61549","vwuds_B5524","Well","WELL #1","2020","0.2","0.00","B5524","","37.320274000000","-79.430393000000","72431","NEW LEAF FARMS, INC.","active","irrigation","51019","Bedford County"
"61550","vwuds_371813077155801","Surface Water Intake","JAMES RIVER","2020","3889.7","10.66","371813077155801","","37.305408000000","-77.259664000000","72326","HOPEWELL PLANT","active","manufacturing","51670","Hopewell"
"61551","vwuds_372011077162202","Surface Water Intake","JAMES RIVER","2020","5841.02","16.00","372011077162202","","37.336111111100","-77.269444444400","74320","Chesterfield Plant","active","manufacturing","51041","Chesterfield"
"61552","vwuds_371313080130801","Surface Water Intake","SOUTH FORK ROANOKE RIVER","2020","0.65","0.00","371313080130801","","37.220277777800","-80.218888888900","72212","YAGLE NURSERY INC.","active","irrigation","51121","Montgomery"
"61558","vwuds_371825077160001","Surface Water Intake","JAMES RIVER","2020","36183","99.13","371825077160001","","37.306944444400","-77.266666666700","72489","ADVANSIX HOPEWELL PLANT","active","manufacturing","51670","Hopewell"
"61560","vwuds_371217080000101","Well","STARKEY WELL #3","2020","42.478","0.12","","","37.204722222222","-80.000277777778","73664","PENN FOREST SERVICE AREA","inactive","municipal","51161","Roanoke County"
"61562","vwuds_365922077575001","Surface Water Intake","NOTTOWAY RIVER RESERVOIR","2020","169.74","0.47","","","36.989444444444","-77.963888888889","73721","BLACKSTONE WATER UTILITIES","active","municipal","51135","Nottoway"
"61563","vwuds_364354077520301","Surface Water Intake","MEHERRIN RIVER","2020","40.819","0.11","","","36.731660000000","-77.867500000000","74118","LAWRENCEVILLE WTP","active","municipal","51025","Brunswick"
"61566","vwuds_374502077035301","Surface Water Intake","MATTAPONI R  BEWDLEY","2020","53.5","0.15","374502077035301","","37.750555555600","-77.064722222200","72657","GLENWOOD","active","irrigation","51097","King and Queen"
"61567","vwuds_372451077384001","Surface Water Intake","SWIFT CREEK RESERVOIR","2020","1860.95","5.10","372451077384001","","37.414166666700","-77.644444444400","73186","SWIFT CREEK WTP","active","municipal","51041","Chesterfield"
"61568","vwuds_374840079592001","Surface Water Intake","JACKSON RIVER","2020","1016.8875","2.79","374840079592001","","37.811111111100","-79.988888888900","72536","JACKSON RIVER WTP 1","active","municipal","51580","Covington"
"61569","vwuds_371924078231001","Surface Water Intake","APPOMATTOX RIVER","2020","326.355","0.89","371924078231001","","37.326572000000","-78.434980000000","72974","FARMVILLE SERVICE AREA","active","municipal","51147","Prince Edward"
"61570","vwuds_390516077543301","Surface Water Intake","SHENANDOAH RIVER","2020","33.504","0.09","390516077543301","","39.087777777800","-77.909166666700","73688","FEDERAL EMERGENCY MGMT AGENCY","active","commercial","51043","Clarke"
"61571","vwuds_363813080162601","Surface Water Intake","SOUTH FORK MAYO RIVER","2020","101.067","0.28","363813080162601","","36.636944444400","-80.273888888900","74464","STUART WTP","active","municipal","51141","Patrick"
"61573","vwuds_364533077520901","Surface Water Intake","GREAT CREEK","2020","330.7738","0.91","364533077520901","","36.759166666667","-77.869166666667","74118","LAWRENCEVILLE WTP","active","municipal","51025","Brunswick"
"61575","vwuds_363344079221301","Surface Water Intake","DAN RIVER","2020","298.914","0.82","363344079221301","","36.562222222200","-79.370277777800","71603","DANVILLE INDUSTRIAL WTP","active","manufacturing","51143","Pittsylvania"
"61577","vwuds_372810079484301","Well","Troutville SRA Well","2020","0.7167","0.00","372810079484301","","37.469397000000","-79.812083000000","74084","I-81 Botetourt","active","municipal","51023","Botetourt"
"61579","vwuds_390655077301501","Surface Water Intake","POTOMAC RIVER","2020","1591.8","4.36","390655077301501","","39.115277777800","-77.504166666700","73093","LEESBURG WTP","active","municipal","51107","Loudoun"
"61585","vwuds_370035078131001","Surface Water Intake","LUNENBURG LAKE","2020","0","0.00","370035078131001","","37.009722222200","-78.219444444400","73524","VICTORIA WTP","active","municipal","51111","Lunenburg"
"61586","vwuds_363735078331701","Surface Water Intake","JOHN H KERR RESERVOIR","2020","93.455","0.26","363735078331701","","36.626388888900","-78.554722222200","74355","CLARKSVILLE WTP","active","municipal","51117","Mecklenburg"
"61587","vwuds_374857077070501","Surface Water Intake","MATTAPONI R  REFILL FOR TODDSB","2020","80","0.22","374857077070501","","37.815833333300","-77.118055555600","72657","GLENWOOD","active","irrigation","51097","King and Queen"
"61589","vwuds_382900077573201","Surface Water Intake","RESERVOIR","2020","31.16","0.09","382900077573201","","38.483333333300","-77.958888888900","73612","CULPEPER PLANT","active","manufacturing","51047","Culpeper"
"61590","vwuds_374404077013501","Surface Water Intake","WALKERTON MILL POND  NECKFIELD","2020","60.9","0.17","374404077013501","","37.734444444400","-77.026388888900","72657","GLENWOOD","active","irrigation","51097","King and Queen"
"61591","vwuds_370712078050001","Surface Water Intake","CRYSTAL LAKE","2020","200.49","0.55","370712078050001","","37.120000000000","-78.083333333300","72976","CREWE WTP","active","municipal","51135","Nottoway"
"61592","vwuds_365557080163301","Surface Water Intake","POND","2020","9.045989","0.02","365557080163301","","36.932500000000","-80.275833333300","72699","GREAT OAKS COUNTRY CLUB","active","commercial","51063","Floyd"
"61593","vwuds_383737078465601","Surface Water Intake","NORTH FORK SHENANDOAH RIVER","2020","389.366","1.07","383737078465601","","38.626944444400","-78.782222222200","74342","Food Processors North Fork Shenandoah WTP","active","manufacturing","51165","Rockingham"
"61594","vwuds_373140078314801","Surface Water Intake","TROUBLESOME CREEK RESERVOIR","2020","132.154","0.36","373140078314801","","37.340600000000","-78.315200000000","73730","BUCKINGHAM COUNTY WTP","active","municipal","51029","Buckingham"
"61595","vwuds_365150076335701","Surface Water Intake","CRUMPS MILL POND","2020","0","0.00","365150076335701","","36.863888888900","-76.565833333300","67426","City of Suffolk Main System","active","municipal","51800","Suffolk"
"61596","vwuds_364802076345501","Surface Water Intake","WESTERN BRANCH RESERVOIR","2020","23442.27","64.23","364802076345501","","36.800555555600","-76.581944444400","73120","WESTERN BRANCH RESERVOIR","active","municipal","51800","Suffolk"
"61597","vwuds_370707076425901","Surface Water Intake","LAKE","2020","47.6","0.13","370707076425901","","37.118611111100","-76.716388888900","72669","BACONS CASTLE FARM","active","irrigation","51181","Surry"
"61598","vwuds_H5870","Surface Water Intake","EYRE HALL FARM POND","2020","0","0.00","H5870","","0.100000000000","0.000000000000","74017","RAY NEWMAN","active","irrigation","51131","Northampton"
"61601","vwuds_383114079032601","Surface Water Intake","DRY RIVER","2020","1451.144","3.98","383114079032601","","38.520940000000","-79.057920000000","73159","HARRISONBURG WTP","active","municipal","51165","Rockingham"
"61603","vwuds_C5269","Surface Water Intake","NOTTOWAY R   NOTTOWAY FARM","2020","14.4","0.04","C5269","","0.100000000000","0.000000000000","74226","RIVER ROAD FARM","active","irrigation","51175","Southampton"
"61606","vwuds_B5144","Surface Water Intake","PAMUNKEY RIVER LH 20  P-1B","2020","0","0.00","","","0.100000000000","0.000000000000","73438","HORSESHOE FARM","active","irrigation","51085","Hanover"
"61613","vwuds_C5121","Surface Water Intake","SLATERS 6T - Pamunkey River","2020","4.25","0.01","C5121","","37.718333333300","-77.275555555600","74097","JAMES M NEWCOMB & SONS (5121)","active","irrigation","51085","Hanover"
